MsCode,DemCode,EstCode,Year,Estimate,SE,LowerCIB,UpperCIB,Flag
MEASJ,REGC08,D_Proportion_diff,2023,,,,,Q
MEASJ,REGC08,E_Number_diff,2023,,,,,Q
MEASJ,REGC09,A_Proportion,2023,6.3,4.2,2.1,10.4,
MEASJ,REGC09,B_Number,2023,2.6,1.7,0.8,4.3,
MEASJ,REGC09,C_Population,2023,40.9,5.1,35.8,45.9,
MEASJ,REGC09,D_Proportion_diff,2023,,,,,Q
MEASJ,REGC09,E_Number_diff,2023,,,,,Q
MEASJ,REGC10,A_Proportion,2023,5.9,2.7,3.2,8.5,
MEASJ,REGC10,B_Number,2023,7.9,3.6,4.3,11.6,
MEASJ,REGC10,C_Population,2023,135.5,8,127.5,143.5,
MEASJ,REGC10,D_Proportion_diff,2023,,,,,Q
MEASJ,REGC10,E_Number_diff,2023,,,,,Q
MEASJ,REGC11,A_Proportion,2023,3.3,2.8,0.5,6.1,
MEASJ,REGC11,B_Number,2023,1.6,1.4,0.2,2.9,
MEASJ,REGC11,C_Population,2023,47.8,6.4,41.4,54.2,
MEASJ,REGC11,D_Proportion_diff,2023, , , , ,Q
MEASJ,REGC11,E_Number_diff,2023, , , , ,Q
MEASJ,REGC12,A_Proportion,2023,2.9,3.4,-0.4,6.3,
MEASJ,REGC12,B_Number,2023,0.7,0.8,-0.1,1.5,
MEASJ,REGC12,C_Population,2023,24,2.6,21.3,26.6,
MEASJ,REGC12,D_Proportion_diff,2023,,,,,Q
MEASJ,REGC12,E_Number_diff,2023,,,,,Q
MEASJ,REGC99,A_Proportion,2023,6.8,0.9,5.8,7.7,
MEASJ,REGC99,B_Number,2023,78,10.6,67.4,88.6,
MEASJ,REGC99,C_Population,2023,1151.8,2.7,1149.2,1154.5,
MEASJ,REGC99,D_Proportion_diff,2023,1,1.4,-0.5,2.4,
MEASJ,REGC99,E_Number_diff,2023,11.1,16.5,-5.4,27.6,
MEASA,DISD01,A_Proportion,2024,14.2,2.7,11.5,16.8,
MEASA,DISD01,B_Number,2024,17.2,3.4,13.8,20.6,
MEASA,DISD01,C_Population,2024,121.6,7.6,114,129.2,
MEASA,DISD01,D_Proportion_diff,2024,1.6,4,-2.4,5.7,
MEASA,DISD01,E_Number_diff,2024,1.7,5.3,-3.7,7,
MEASA,DISD02,A_Proportion,2024,12.8,1.1,11.7,13.8,
MEASA,DISD02,B_Number,2024,119.7,9.9,109.8,129.7,
MEASA,DISD02,C_Population,2024,938.2,10.1,928.1,948.3,
MEASA,DISD02,D_Proportion_diff,2024,0.5,1.8,-1.3,2.3,
MEASA,DISD02,E_Number_diff,2024,8.2,17,-8.8,25.2,
MEASA,DISH01,A_Proportion,2024,15.3,2.3,13,17.6,
MEASA,DISH01,B_Number,2024,52.7,8.3,44.4,61,
MEASA,DISH01,C_Population,2024,343.9,15.3,328.6,359.2,
MEASA,DISH01,D_Proportion_diff,2024,1.5,3.6,-2.1,5.1,
MEASA,DISH01,E_Number_diff,2024,4.4,13.3,-8.9,17.8,
MEASA,DISH02,A_Proportion,2024,11.7,1.2,10.5,12.8,
MEASA,DISH02,B_Number,2024,97.2,10.1,87.1,107.2,
MEASA,DISH02,C_Population,2024,833.2,15.3,817.8,848.5,
MEASA,DISH02,D_Proportion_diff,2024,0.2,1.9,-1.7,2.2,
MEASA,DISH02,E_Number_diff,2024,4.8,16.3,-11.5,21,
MEASA,DISH99,A_Proportion,2024,12.7,1,11.7,13.7,
MEASA,DISH99,B_Number,2024,149.9,11.7,138.2,161.6,
MEASA,DISH99,C_Population,2024,1177.1, , , ,NA
MEASA,DISH99,D_Proportion_diff,2024,0.6,1.7,-1.2,2.3,
MEASA,DISH99,E_Number_diff,2024,9.2,20.1,-10.8,29.3,
MEASA,ETHG01,A_Proportion,2024,9.2,1.1,8.1,10.4,
MEASA,ETHG01,B_Number,2024,67.9,8.8,59.1,76.8,
MEASA,ETHG01,C_Population,2024,736.3,18,718.3,754.4,
MEASA,ETHG01,D_Proportion_diff,2024,0.2,2,-1.8,2.2,
MEASA,ETHG01,E_Number_diff,2024,1.5,15.2,-13.7,16.7,
MEASA,ETHG02,A_Proportion,2024,15.2,2.4,12.7,17.6,
MEASA,ETHG02,B_Number,2024,44.7,7.8,37,52.5,
MEASA,ETHG02,C_Population,2024,295,13.4,281.6,308.4,
MEASA,ETHG02,D_Proportion_diff,2024,1.6,3.2,-1.5,4.8,
MEASA,ETHG02,E_Number_diff,2024,5.2,9.8,-4.5,15,
MEASA,ETHG03,A_Proportion,2024,14.8,3.1,11.7,17.8,
MEASA,ETHG03,B_Number,2024,24.3,5.6,18.7,30,
MEASA,ETHG03,C_Population,2024,165,13,152,177.9,
MEASA,ETHG03,D_Proportion_diff,2024,-1.9,5.4,-7.3,3.5,
MEASA,ETHG03,E_Number_diff,2024,-2.2,9.7,-12,7.5,
MEASA,ETHG04,A_Proportion,2024,16,2.6,13.3,18.6,
MEASA,ETHG04,B_Number,2024,38.9,7,31.9,45.9,
MEASA,ETHG04,C_Population,2024,243.5,15.4,228.1,258.9,
MEASA,ETHG04,D_Proportion_diff,2024,1.3,4.7,-3.4,6,
MEASA,ETHG04,E_Number_diff,2024,6.4,12.1,-5.7,18.6,
MEASA,ETHG05,A_Proportion,2024,17.2,10.4,6.8,27.6,
MEASA,ETHG05,B_Number,2024,4.4,3,1.4,7.4,
MEASA,ETHG05,C_Population,2024,25.8,5.7,20.1,31.5,
MEASA,ETHG05,D_Proportion_diff,2024,-7.2,15.5,-22.6,8.3,
MEASA,ETHG05,E_Number_diff,2024,-3.1,5.1,-8.2,1.9,
MEASA,ETHG06,A_Proportion,2024,12.7,8.4,4.3,21.1,
MEASA,ETHG06,B_Number,2024,1.9,1.4,0.6,3.3,
MEASA,ETHG06,C_Population,2024,15.2,3.8,11.4,19,
MEASA,ETHG06,D_Proportion_diff,2024,-2,11.6,-13.5,9.6,
MEASA,ETHG06,E_Number_diff,2024,0,1.8,-1.8,1.8,
MEASA,ETHG99,A_Proportion,2024,12.7,1,11.7,13.7,
MEASA,ETHG99,B_Number,2024,149.9,11.7,138.2,161.6,
MEASA,ETHG99,C_Population,2024,1177.1, , , ,NA
MEASA,ETHG99,D_Proportion_diff,2024,0.6,1.7,-1.2,2.3,
MEASA,ETHG99,E_Number_diff,2024,9.2,20.1,-10.8,29.3,
MEASA,REGC01,A_Proportion,2024,12.5,5.2,7.3,17.7,
MEASA,REGC01,B_Number,2024,5.9,2.5,3.4,8.3,
MEASA,REGC01,C_Population,2024,46.8,4.4,42.4,51.3,
MEASA,REGC01,D_Proportion_diff,2024,-0.7,7.4,-8,6.7,
MEASA,REGC01,E_Number_diff,2024,-0.4,3.5,-3.9,3.1,
MEASA,REGC02,A_Proportion,2024,14.7,2.2,12.6,16.9,
MEASA,REGC02,B_Number,2024,61.2,9.3,51.9,70.6,
MEASA,REGC02,C_Population,2024,415.3,12.4,403,427.7,
MEASA,REGC02,D_Proportion_diff,2024,0.9,3.5,-2.6,4.4,
MEASA,REGC02,E_Number_diff,2024,5.9,14.8,-9,20.7,
MEASA,REGC03,A_Proportion,2024,15.9,4.2,11.6,20.1,
MEASA,REGC03,B_Number,2024,20.5,5.7,14.8,26.3,
MEASA,REGC03,C_Population,2024,129.4,6.5,122.9,135.9,
MEASA,REGC03,D_Proportion_diff,2024,7.5,5.5,2,13,
MEASA,REGC03,E_Number_diff,2024,10.2,7.1,3.1,17.2,
MEASA,REGC04,A_Proportion,2024,12.1,3.5,8.6,15.6,
MEASA,REGC04,B_Number,2024,9.5,2.9,6.6,12.4,
MEASA,REGC04,C_Population,2024,78.2,4.8,73.4,83.1,
MEASA,REGC04,D_Proportion_diff,2024,-0.6,6.9,-7.5,6.3,
MEASA,REGC04,E_Number_diff,2024,-1.2,5.8,-7,4.5,
MEASA,REGC05,A_Proportion,2024,10.8,5.5,5.4,16.3,
MEASA,REGC05,B_Number,2024,5.7,3,2.7,8.7,
MEASA,REGC05,C_Population,2024,53,3.8,49.1,56.8,
MEASA,REGC05,D_Proportion_diff,2024,-1.1,7.1,-8.2,6.1,
MEASA,REGC05,E_Number_diff,2024,-0.3,3.9,-4.2,3.6,
MEASA,REGC06,A_Proportion,2024,12.6,5.5,7.1,18.1,
MEASA,REGC06,B_Number,2024,3.9,1.7,2.2,5.6,
MEASA,REGC06,C_Population,2024,30.8,3.2,27.5,34,
MEASA,REGC06,D_Proportion_diff,2024,3,8.8,-5.8,11.8,
MEASA,REGC06,E_Number_diff,2024,1,2.8,-1.8,3.8,
MEASA,REGC07,A_Proportion,2024,11.7,4.8,6.8,16.5,
MEASA,REGC07,B_Number,2024,6.4,2.8,3.6,9.2,
MEASA,REGC07,C_Population,2024,54.9,4.9,50,59.9,
MEASA,REGC07,D_Proportion_diff,2024,1.4,6.3,-4.9,7.7,
MEASA,REGC07,E_Number_diff,2024,0,3.9,-3.9,3.9,
MEASA,REGC08,A_Proportion,2024,8.6,3,5.6,11.7,
MEASA,REGC08,B_Number,2024,9.4,3.3,6,12.7,
MEASA,REGC08,C_Population,2024,108.4,6.6,101.8,115,
MEASA,REGC08,D_Proportion_diff,2024,-0.1,3.9,-3.9,3.8,
MEASA,REGC08,E_Number_diff,2024,-0.2,4.4,-4.5,4.2,
MEASA,REGC09,A_Proportion,2024,10.6,6.7,4,17.3,
MEASA,REGC09,B_Number,2024,4.6,2.9,1.7,7.5,
MEASA,REGC09,C_Population,2024,43.5,3.4,40.1,47,
MEASA,REGC09,D_Proportion_diff,2024,-8.5,10.6,-19.1,2.1,
MEASA,REGC09,E_Number_diff,2024,-3.3,4.7,-8,1.3,
MEASA,REGC10,A_Proportion,2024,9.1,2.8,6.3,11.8,
MEASA,REGC10,B_Number,2024,13.1,4.1,9,17.1,
MEASA,REGC10,C_Population,2024,144.1,8.2,135.9,152.3,
MEASA,REGC10,D_Proportion_diff,2024,-1.2,4.9,-6.2,3.7,
MEASA,REGC10,E_Number_diff,2024,-1,6.8,-7.9,5.8,
MEASA,REGC11,A_Proportion,2024,8.9,3.7,5.2,12.6,
MEASA,REGC11,B_Number,2024,4.3,1.9,2.4,6.2,
MEASA,REGC11,C_Population,2024,48.2,5.4,42.8,53.6,
MEASA,REGC11,D_Proportion_diff,2024,-11.4,8.6,-20,-2.8,
MEASA,REGC11,E_Number_diff,2024,-5.2,4.4,-9.5,-0.8,
MEASA,REGC12,A_Proportion,2024,22.3,8.4,13.9,30.7,
MEASA,REGC12,B_Number,2024,5.4,2.2,3.2,7.6,
MEASA,REGC12,C_Population,2024,24.4,2.5,21.9,26.9,
MEASA,REGC12,D_Proportion_diff,2024,15.7,9.2,6.4,24.9,
MEASA,REGC12,E_Number_diff,2024,3.8,2.4,1.5,6.2,
MEASA,REGC99,A_Proportion,2024,12.7,1,11.7,13.7,
MEASA,REGC99,B_Number,2024,149.9,11.7,138.2,161.6,
MEASA,REGC99,C_Population,2024,1177.1, , , ,NA
MEASA,REGC99,D_Proportion_diff,2024,0.6,1.7,-1.2,2.3,
MEASA,REGC99,E_Number_diff,2024,9.2,20.1,-10.8,29.3,
MEASB,DISD01,A_Proportion,2024,18.6,2.8,15.9,21.4,
MEASB,DISD01,B_Number,2024,22.7,3.6,19.1,26.3,
MEASB,DISD01,C_Population,2024,121.6,7.6,114,129.2,
MEASB,DISD01,D_Proportion_diff,2024,2,3.8,-1.8,5.8,
MEASB,DISD01,E_Number_diff,2024,2,5.1,-3.1,7.1,
MEASB,DISD02,A_Proportion,2024,17.6,1.2,16.4,18.8,
MEASB,DISD02,B_Number,2024,164.7,11.5,153.3,176.2,
MEASB,DISD02,C_Population,2024,938.2,10.1,928.1,948.3,
MEASB,DISD02,D_Proportion_diff,2024,-0.2,2.1,-2.3,1.9,
MEASB,DISD02,E_Number_diff,2024,3.3,19.1,-15.8,22.4,
MEASB,DISH01,A_Proportion,2024,19.8,2.3,17.5,22.1,
MEASB,DISH01,B_Number,2024,68,8.4,59.6,76.4,
MEASB,DISH01,C_Population,2024,343.9,15.3,328.6,359.2,
MEASB,DISH01,D_Proportion_diff,2024,1.7,3.4,-1.7,5.1,
MEASB,DISH01,E_Number_diff,2024,4.8,12.6,-7.8,17.3,
MEASB,DISH02,A_Proportion,2024,16.8,1.4,15.4,18.2,
MEASB,DISH02,B_Number,2024,140,11.8,128.2,151.8,
MEASB,DISH02,C_Population,2024,833.2,15.3,817.8,848.5,
MEASB,DISH02,D_Proportion_diff,2024,-0.7,2.3,-3,1.6,
MEASB,DISH02,E_Number_diff,2024,-1.1,18.6,-19.6,17.5,
MEASB,DISH99,A_Proportion,2024,17.7,1.2,16.4,18.9,
MEASB,DISH99,B_Number,2024,208,14.3,193.6,222.3,
MEASB,DISH99,C_Population,2024,1177.1, , , ,NA
MEASB,DISH99,D_Proportion_diff,2024,0,2,-2,2,
MEASB,DISH99,E_Number_diff,2024,3.7,23.2,-19.5,26.9,
MEASB,ETHG01,A_Proportion,2024,14.8,1.3,13.6,16.1,
MEASB,ETHG01,B_Number,2024,109.3,9.6,99.7,119,
MEASB,ETHG01,C_Population,2024,736.3,18,718.3,754.4,
MEASB,ETHG01,D_Proportion_diff,2024,0.3,1.9,-1.6,2.2,
MEASB,ETHG01,E_Number_diff,2024,2.1,15.1,-13,17.2,
MEASB,ETHG02,A_Proportion,2024,19.3,2.5,16.8,21.7,
MEASB,ETHG02,B_Number,2024,56.8,8.3,48.4,65.1,
MEASB,ETHG02,C_Population,2024,295,13.4,281.6,308.4,
MEASB,ETHG02,D_Proportion_diff,2024,-0.1,3.8,-3.9,3.6,
MEASB,ETHG02,E_Number_diff,2024,0.3,11.8,-11.5,12.1,
MEASB,ETHG03,A_Proportion,2024,17.4,3.3,14.1,20.8,
MEASB,ETHG03,B_Number,2024,28.8,6.4,22.4,35.1,
MEASB,ETHG03,C_Population,2024,165,13,152,177.9,
MEASB,ETHG03,D_Proportion_diff,2024,-0.8,6.4,-7.1,5.6,
MEASB,ETHG03,E_Number_diff,2024,-0.2,10.9,-11.1,10.7,
MEASB,ETHG04,A_Proportion,2024,24,3.1,20.9,27,
MEASB,ETHG04,B_Number,2024,58.4,8.4,50,66.8,
MEASB,ETHG04,C_Population,2024,243.5,15.4,228.1,258.9,
MEASB,ETHG04,D_Proportion_diff,2024,1,4.9,-3.8,5.9,
MEASB,ETHG04,E_Number_diff,2024,7.7,13.8,-6.1,21.4,
MEASB,ETHG05,A_Proportion,2024,22.3,10.1,12.2,32.4,
MEASB,ETHG05,B_Number,2024,5.7,2.9,2.8,8.7,
MEASB,ETHG05,C_Population,2024,25.8,5.7,20.1,31.5,
MEASB,ETHG05,D_Proportion_diff,2024,-11.4,16,-27.4,4.6,
MEASB,ETHG05,E_Number_diff,2024,-4.7,5.4,-10.2,0.7,
MEASB,ETHG06,A_Proportion,2024,14.4,8.3,6.1,22.8,
MEASB,ETHG06,B_Number,2024,2.2,1.4,0.8,3.5,
MEASB,ETHG06,C_Population,2024,15.2,3.8,11.4,19,
MEASB,ETHG06,D_Proportion_diff,2024,-1.3,11.6,-12.9,10.3,
MEASB,ETHG06,E_Number_diff,2024,0.1,1.8,-1.7,1.9,
MEASB,ETHG99,A_Proportion,2024,17.7,1.2,16.4,18.9,
MEASB,ETHG99,B_Number,2024,208,14.3,193.6,222.3,
MEASB,ETHG99,C_Population,2024,1177.1, , , ,NA
MEASB,ETHG99,D_Proportion_diff,2024,0,2,-2,2,
MEASB,ETHG99,E_Number_diff,2024,3.7,23.2,-19.5,26.9,
MEASB,REGC01,A_Proportion,2024,15.5,5.3,10.2,20.7,
MEASB,REGC01,B_Number,2024,7.3,2.5,4.8,9.7,
MEASB,REGC01,C_Population,2024,46.8,4.4,42.4,51.3,
MEASB,REGC01,D_Proportion_diff,2024,-4,9,-13.1,5,
MEASB,REGC01,E_Number_diff,2024,-2,4.4,-6.4,2.5,
MEASB,REGC02,A_Proportion,2024,20.1,2.4,17.6,22.5,
MEASB,REGC02,B_Number,2024,83.3,10.5,72.8,93.8,
MEASB,REGC02,C_Population,2024,415.3,12.4,403,427.7,
MEASB,REGC02,D_Proportion_diff,2024,-1.1,4.2,-5.3,3.1,
MEASB,REGC02,E_Number_diff,2024,-1.1,18,-19.1,16.8,
MEASB,REGC03,A_Proportion,2024,17.8,3.9,13.8,21.7,
MEASB,REGC03,B_Number,2024,23,5.3,17.8,28.3,
MEASB,REGC03,C_Population,2024,129.4,6.5,122.9,135.9,
MEASB,REGC03,D_Proportion_diff,2024,3.6,5.4,-1.8,9,
MEASB,REGC03,E_Number_diff,2024,5.5,7.1,-1.5,12.6,
MEASB,REGC04,A_Proportion,2024,17.3,4,13.3,21.3,
MEASB,REGC04,B_Number,2024,13.5,3.3,10.2,16.8,
MEASB,REGC04,C_Population,2024,78.2,4.8,73.4,83.1,
MEASB,REGC04,D_Proportion_diff,2024,-0.2,6.8,-7,6.6,
MEASB,REGC04,E_Number_diff,2024,-1.3,5.6,-6.9,4.3,
MEASB,REGC05,A_Proportion,2024,14.3,6.2,8.1,20.5,
MEASB,REGC05,B_Number,2024,7.6,3.5,4.1,11,
MEASB,REGC05,C_Population,2024,53,3.8,49.1,56.8,
MEASB,REGC05,D_Proportion_diff,2024,2.2,8.5,-6.3,10.7,
MEASB,REGC05,E_Number_diff,2024,1.4,4.6,-3.2,6,
MEASB,REGC06,A_Proportion,2024,18.3,6.1,12.2,24.4,
MEASB,REGC06,B_Number,2024,5.6,1.9,3.7,7.5,
MEASB,REGC06,C_Population,2024,30.8,3.2,27.5,34,
MEASB,REGC06,D_Proportion_diff,2024,6.8,8.7,-1.9,15.5,
MEASB,REGC06,E_Number_diff,2024,2.2,2.8,-0.6,5,
MEASB,REGC07,A_Proportion,2024,18.8,6,12.9,24.8,
MEASB,REGC07,B_Number,2024,10.4,3.5,6.9,13.8,
MEASB,REGC07,C_Population,2024,54.9,4.9,50,59.9,
MEASB,REGC07,D_Proportion_diff,2024,3.5,7.7,-4.2,11.2,
MEASB,REGC07,E_Number_diff,2024,0.7,4.7,-4,5.5,
MEASB,REGC08,A_Proportion,2024,14.9,3.4,11.5,18.3,
MEASB,REGC08,B_Number,2024,16.2,4,12.2,20.2,
MEASB,REGC08,C_Population,2024,108.4,6.6,101.8,115,
MEASB,REGC08,D_Proportion_diff,2024,1.1,5,-3.9,6,
MEASB,REGC08,E_Number_diff,2024,1,5.9,-4.9,6.9,
MEASB,REGC09,A_Proportion,2024,17.4,7.8,9.6,25.2,
MEASB,REGC09,B_Number,2024,7.6,3.5,4.1,11.1,
MEASB,REGC09,C_Population,2024,43.5,3.4,40.1,47,
MEASB,REGC09,D_Proportion_diff,2024,2.5,9.7,-7.2,12.2,
MEASB,REGC09,E_Number_diff,2024,1.4,4.4,-3,5.8,
MEASB,REGC10,A_Proportion,2024,14.5,3,11.5,17.5,
MEASB,REGC10,B_Number,2024,20.9,4.6,16.3,25.5,
MEASB,REGC10,C_Population,2024,144.1,8.2,135.9,152.3,
MEASB,REGC10,D_Proportion_diff,2024,-3.2,5.9,-9.1,2.7,
MEASB,REGC10,E_Number_diff,2024,-3.4,8.3,-11.7,5,
MEASB,REGC11,A_Proportion,2024,15.5,5.2,10.3,20.7,
MEASB,REGC11,B_Number,2024,7.5,2.7,4.7,10.2,
MEASB,REGC11,C_Population,2024,48.2,5.4,42.8,53.6,
MEASB,REGC11,D_Proportion_diff,2024,-6.7,9.8,-16.5,3,
MEASB,REGC11,E_Number_diff,2024,-2.9,4.9,-7.8,2.1,
MEASB,REGC12,A_Proportion,2024,21.5,6.3,15.2,27.8,
MEASB,REGC12,B_Number,2024,5.2,1.7,3.5,6.9,
MEASB,REGC12,C_Population,2024,24.4,2.5,21.9,26.9,
MEASB,REGC12,D_Proportion_diff,2024,8.3,12,-3.7,20.2,
MEASB,REGC12,E_Number_diff,2024,2.1,3,-0.9,5,
MEASB,REGC99,A_Proportion,2024,17.7,1.2,16.4,18.9,
MEASB,REGC99,B_Number,2024,208,14.3,193.6,222.3,
MEASB,REGC99,C_Population,2024,1177.1, , , ,NA
MEASB,REGC99,D_Proportion_diff,2024,0,2,-2,2,
MEASB,REGC99,E_Number_diff,2024,3.7,23.2,-19.5,26.9,
MEASC,DISD01,A_Proportion,2024,21,3,18,24,
MEASC,DISD01,B_Number,2024,26,4.2,21.8,30.1,
MEASC,DISD01,C_Population,2024,123.7,7.9,115.8,131.6,
MEASC,DISD01,D_Proportion_diff,2024,-1.4,4.6,-6,3.2,
MEASC,DISD01,E_Number_diff,2024,-1.9,6.4,-8.3,4.5,
MEASC,DISD02,A_Proportion,2024,12.3,1.1,11.2,13.4,
MEASC,DISD02,B_Number,2024,114.9,10.5,104.5,125.4,
MEASC,DISD02,C_Population,2024,931.2,10.4,920.8,941.6,
MEASC,DISD02,D_Proportion_diff,2024,1.2,1.7,-0.5,2.9,
MEASC,DISD02,E_Number_diff,2024,13.9,16,-2.1,29.9,
MEASC,DISH01,A_Proportion,2024,22.6,2.4,20.2,25,
MEASC,DISH01,B_Number,2024,78,8.9,69,86.9,
MEASC,DISH01,C_Population,2024,345.1,15.8,329.3,361,
MEASC,DISH01,D_Proportion_diff,2024,0.9,3.7,-2.8,4.5,
MEASC,DISH01,E_Number_diff,2024,2.6,13,-10.4,15.5,
MEASC,DISH02,A_Proportion,2024,9.5,1.2,8.3,10.7,
MEASC,DISH02,B_Number,2024,78.6,9.7,68.9,88.3,
MEASC,DISH02,C_Population,2024,826.8,16,810.8,842.8,
MEASC,DISH02,D_Proportion_diff,2024,1,1.7,-0.7,2.7,
MEASC,DISH02,E_Number_diff,2024,9.9,14.1,-4.2,24,
MEASC,DISH99,A_Proportion,2024,13.4,1.1,12.2,14.5,
MEASC,DISH99,B_Number,2024,156.6,13.4,143.2,170,
MEASC,DISH99,C_Population,2024,1172,2.4,1169.6,1174.4,
MEASC,DISH99,D_Proportion_diff,2024,0.9,1.7,-0.8,2.5,
MEASC,DISH99,E_Number_diff,2024,12.5,19.7,-7.2,32.2,
MEASC,ETHG01,A_Proportion,2024,10.1,1.1,9.1,11.2,
MEASC,ETHG01,B_Number,2024,75,8.1,66.9,83.1,
MEASC,ETHG01,C_Population,2024,741.2,18.2,723,759.4,
MEASC,ETHG01,D_Proportion_diff,2024,0.7,1.8,-1.1,2.5,
MEASC,ETHG01,E_Number_diff,2024,5.1,13.6,-8.5,18.7,
MEASC,ETHG02,A_Proportion,2024,23.9,2.8,21.1,26.8,
MEASC,ETHG02,B_Number,2024,70.1,9.8,60.3,79.9,
MEASC,ETHG02,C_Population,2024,293.2,13.5,279.7,306.7,
MEASC,ETHG02,D_Proportion_diff,2024,2.3,4,-1.7,6.4,
MEASC,ETHG02,E_Number_diff,2024,8.2,13,-4.8,21.1,
MEASC,ETHG03,A_Proportion,2024,28.7,4.2,24.5,32.9,
MEASC,ETHG03,B_Number,2024,46.2,7.6,38.5,53.8,
MEASC,ETHG03,C_Population,2024,161,13,148,174,
MEASC,ETHG03,D_Proportion_diff,2024,-0.3,6.4,-6.7,6.1,
MEASC,ETHG03,E_Number_diff,2024,1.5,13.2,-11.8,14.7,
MEASC,ETHG04,A_Proportion,2024,6.8,2.2,4.6,9,
MEASC,ETHG04,B_Number,2024,16.2,5.4,10.8,21.6,
MEASC,ETHG04,C_Population,2024,237.6,15.1,222.5,252.7,
MEASC,ETHG04,D_Proportion_diff,2024,3.1,2.5,0.7,5.6,
MEASC,ETHG04,E_Number_diff,2024,8.1,5.9,2.2,14,
MEASC,ETHG05,A_Proportion,2024,11.5,9,2.5,20.5,
MEASC,ETHG05,B_Number,2024,3.1,2.6,0.5,5.7,
MEASC,ETHG05,C_Population,2024,26.8,6.1,20.7,32.9,
MEASC,ETHG05,D_Proportion_diff,2024,-2.6,12.8,-15.4,10.2,
MEASC,ETHG05,E_Number_diff,2024,-1.1,4,-5.1,2.8,
MEASC,ETHG06,A_Proportion,2024,12,8.2,3.9,20.2,
MEASC,ETHG06,B_Number,2024,1.9,1.3,0.6,3.1,
MEASC,ETHG06,C_Population,2024,15.5,3.9,11.6,19.4,
MEASC,ETHG06,D_Proportion_diff,2024,-0.5,10.9,-11.4,10.3,
MEASC,ETHG06,E_Number_diff,2024,0.2,1.6,-1.3,1.8,
MEASC,ETHG99,A_Proportion,2024,13.4,1.1,12.2,14.5,
MEASC,ETHG99,B_Number,2024,156.6,13.4,143.2,170,
MEASC,ETHG99,C_Population,2024,1172,2.4,1169.6,1174.4,
MEASC,ETHG99,D_Proportion_diff,2024,0.9,1.7,-0.8,2.5,
MEASC,ETHG99,E_Number_diff,2024,12.5,19.7,-7.2,32.2,
MEASC,REGC01,A_Proportion,2024,12.6,5,7.6,17.5,
MEASC,REGC01,B_Number,2024,5.8,2.3,3.5,8.1,
MEASC,REGC01,C_Population,2024,46.3,5,41.3,51.2,
MEASC,REGC01,D_Proportion_diff,2024,-0.5,7.5,-7.9,7,
MEASC,REGC01,E_Number_diff,2024,-0.4,3.6,-4,3.2,
MEASC,REGC02,A_Proportion,2024,14.9,2.1,12.9,17,
MEASC,REGC02,B_Number,2024,62.2,8.5,53.6,70.7,
MEASC,REGC02,C_Population,2024,416.6,12.7,403.9,429.3,
MEASC,REGC02,D_Proportion_diff,2024,2.1,3.6,-1.5,5.7,
MEASC,REGC02,E_Number_diff,2024,11,14.9,-3.9,25.8,
MEASC,REGC03,A_Proportion,2024,17.3,4.3,13,21.6,
MEASC,REGC03,B_Number,2024,22.2,5.9,16.3,28.1,
MEASC,REGC03,C_Population,2024,128.3,7.2,121.2,135.5,
MEASC,REGC03,D_Proportion_diff,2024,2.5,6.2,-3.7,8.8,
MEASC,REGC03,E_Number_diff,2024,4,8.1,-4.1,12.1,
MEASC,REGC04,A_Proportion,2024,13.8,5.1,8.7,18.8,
MEASC,REGC04,B_Number,2024,10.6,4,6.6,14.6,
MEASC,REGC04,C_Population,2024,76.9,5.3,71.5,82.2,
MEASC,REGC04,D_Proportion_diff,2024,-1,6.5,-7.5,5.5,
MEASC,REGC04,E_Number_diff,2024,-1.8,5.2,-7,3.4,
MEASC,REGC05,A_Proportion,2024,14.2,5.1,9.1,19.3,
MEASC,REGC05,B_Number,2024,7.6,2.8,4.8,10.5,
MEASC,REGC05,C_Population,2024,53.9,4.3,49.5,58.2,
MEASC,REGC05,D_Proportion_diff,2024,4.8,6.6,-1.8,11.5,
MEASC,REGC05,E_Number_diff,2024,2.9,3.5,-0.6,6.4,
MEASC,REGC06,A_Proportion,2024,15,6.5,8.6,21.5,
MEASC,REGC06,B_Number,2024,4.6,2.1,2.5,6.7,
MEASC,REGC06,C_Population,2024,30.8,3.3,27.5,34,
MEASC,REGC06,D_Proportion_diff,2024,5.4,9.3,-3.9,14.8,
MEASC,REGC06,E_Number_diff,2024,1.8,2.8,-1.1,4.6,
MEASC,REGC07,A_Proportion,2024,10.4,3.9,6.4,14.3,
MEASC,REGC07,B_Number,2024,5.6,2.2,3.4,7.8,
MEASC,REGC07,C_Population,2024,54,5.2,48.8,59.3,
MEASC,REGC07,D_Proportion_diff,2024,-8.3,6.5,-14.9,-1.8,
MEASC,REGC07,E_Number_diff,2024,-6.2,4,-10.2,-2.2,
MEASC,REGC08,A_Proportion,2024,11.8,3.1,8.7,14.9,
MEASC,REGC08,B_Number,2024,12.5,3.4,9,15.9,
MEASC,REGC08,C_Population,2024,105.4,7.2,98.2,112.6,
MEASC,REGC08,D_Proportion_diff,2024,0.7,3.6,-3,4.3,
MEASC,REGC08,E_Number_diff,2024,0.6,4.3,-3.7,4.8,
MEASC,REGC09,A_Proportion,2024,9.3,4.4,4.9,13.7,
MEASC,REGC09,B_Number,2024,4,1.9,2.1,5.9,
MEASC,REGC09,C_Population,2024,43,3.5,39.5,46.6,
